time,MAC000055,MAC000203,MAC000214,MAC000239,MAC000250,MAC000676,MAC000727,MAC000734,MAC000761,MAC000792,MAC000864,MAC001072,MAC001210,MAC001238,MAC001607,MAC001759,MAC001795,MAC001799,MAC001816,MAC001906,MAC001996,MAC002205,MAC002220,MAC002733,MAC002756,MAC002877,MAC003046,MAC003473,MAC003488,MAC003490,MAC003718,MAC004146,MAC004508,MAC004619,MAC004848,MAC004856,MAC004933,MAC005219,MAC005325,MAC005531
00:58:00,0.316,0.226,0.102,0.22,0.346,0.116,1.56,0.216,0.39,0.462,0.252,0.334,0.078,0.082,0.202,0.27,0.13,0.074,0.222,0.18,0.438,0.086,0.13,0.074,0.086,0.136,0.276,0.194,0.114,0.07,1.272,0.0,0.078,0.05,0.088,0.528,0.552,1.06,0.398,0.238
00:59:00,0.316,0.226,0.102,0.22,0.346,0.116,1.56,0.216,0.39,0.462,0.252,0.334,0.078,0.082,0.202,0.27,0.13,0.074,0.222,0.18,0.438,0.086,0.13,0.074,0.086,0.136,0.276,0.194,0.114,0.07,1.272,0.0,0.078,0.05,0.088,0.528,0.552,1.06,0.398,0.238
01:00:00,0.276,0.144,0.192,0.228,0.184,0.118,0.166,0.204,0.268,0.316,0.278,0.316,0.064,0.474,0.178,0.298,0.16,0.116,0.182,0.114,0.386,0.076,0.182,0.138,0.096,0.178,0.524,0.196,0.252,0.176,0.404,0.0,0.08,0.05,0.102,0.376,0.208,0.106,0.418,0.296
01:01:00,0.276,0.144,0.192,0.228,0.184,0.118,0.166,0.204,0.268,0.316,0.278,0.316,0.064,0.474,0.178,0.298,0.16,0.116,0.182,0.114,0.386,0.076,0.182,0.138,0.096,0.178,0.524,0.196,0.252,0.176,0.404,0.0,0.08,0.05,0.102,0.376,0.208,0.106,0.418,0.296
01:02:00,0.276,0.144,0.192,0.228,0.184,0.118,0.166,0.204,0.268,0.316,0.278,0.316,0.064,0.474,0.178,0.298,0.16,0.116,0.182,0.114,0.386,0.076,0.182,0.138,0.096,0.178,0.524,0.196,0.252,0.176,0.404,0.0,0.08,0.05,0.102,0.376,0.208,0.106,0.418,0.296
01:03:00,0.276,0.144,0.192,0.228,0.184,0.118,0.166,0.204,0.268,0.316,0.278,0.316,0.064,0.474,0.178,0.298,0.16,0.116,0.182,0.114,0.386,0.076,0.182,0.138,0.096,0.178,0.524,0.196,0.252,0.176,0.404,0.0,0.08,0.05,0.102,0.376,0.208,0.106,0.418,0.296
01:04:00,0.276,0.144,0.192,0.228,0.184,0.118,0.166,0.204,0.268,0.316,0.278,0.316,0.064,0.474,0.178,0.298,0.16,0.116,0.182,0.114,0.386,0.076,0.182,0.138,0.096,0.178,0.524,0.196,0.252,0.176,0.404,0.0,0.08,0.05,0.102,0.376,0.208,0.106,0.418,0.296
01:05:00,0.276,0.144,0.192,0.228,0.184,0.118,0.166,0.204,0.268,0.316,0.278,0.316,0.064,0.474,0.178,0.298,0.16,0.116,0.182,0.114,0.386,0.076,0.182,0.138,0.096,0.178,0.524,0.196,0.252,0.176,0.404,0.0,0.08,0.05,0.102,0.376,0.208,0.106,0.418,0.296
01:06:00,0.276,0.144,0.192,0.228,0.184,0.118,0.166,0.204,0.268,0.316,0.278,0.316,0.064,0.474,0.178,0.298,0.16,0.116,0.182,0.114,0.386,0.076,0.182,0.138,0.096,0.178,0.524,0.196,0.252,0.176,0.404,0.0,0.08,0.05,0.102,0.376,0.208,0.106,0.418,0.296
01:07:00,0.276,0.144,0.192,0.228,0.184,0.118,0.166,0.204,0.268,0.316,0.278,0.316,0.064,0.474,0.178,0.298,0.16,0.116,0.182,0.114,0.386,0.076,0.182,0.138,0.096,0.178,0.524,0.196,0.252,0.176,0.404,0.0,0.08,0.05,0.102,0.376,0.208,0.106,0.418,0.296
01:08:00,0.276,0.144,0.192,0.228,0.184,0.118,0.166,0.204,0.268,0.316,0.278,0.316,0.064,0.474,0.178,0.298,0.16,0.116,0.182,0.114,0.386,0.076,0.182,0.138,0.096,0.178,0.524,0.196,0.252,0.176,0.404,0.0,0.08,0.05,0.102,0.376,0.208,0.106,0.418,0.296
01:09:00,0.276,0.144,0.192,0.228,0.184,0.118,0.166,0.204,0.268,0.316,0.278,0.316,0.064,0.474,0.178,0.298,0.16,0.116,0.182,0.114,0.386,0.076,0.182,0.138,0.096,0.178,0.524,0.196,0.252,0.176,0.404,0.0,0.08,0.05,0.102,0.376,0.208,0.106,0.418,0.296
01:10:00,0.276,0.144,0.192,0.228,0.184,0.118,0.166,0.204,0.268,0.316,0.278,0.316,0.064,0.474,0.178,0.298,0.16,0.116,0.182,0.114,0.386,0.076,0.182,0.138,0.096,0.178,0.524,0.196,0.252,0.176,0.404,0.0,0.08,0.05,0.102,0.376,0.208,0.106,0.418,0.296
01:11:00,0.276,0.144,0.192,0.228,0.184,0.118,0.166,0.204,0.268,0.316,0.278,0.316,0.064,0.474,0.178,0.298,0.16,0.116,0.182,0.114,0.386,0.076,0.182,0.138,0.096,0.178,0.524,0.196,0.252,0.176,0.404,0.0,0.08,0.05,0.102,0.376,0.208,0.106,0.418,0.296
01:12:00,0.276,0.144,0.192,0.228,0.184,0.118,0.166,0.204,0.268,0.316,0.278,0.316,0.064,0.474,0.178,0.298,0.16,0.116,0.182,0.114,0.386,0.076,0.182,0.138,0.096,0.178,0.524,0.196,0.252,0.176,0.404,0.0,0.08,0.05,0.102,0.376,0.208,0.106,0.418,0.296
01:13:00,0.276,0.144,0.192,0.228,0.184,0.118,0.166,0.204,0.268,0.316,0.278,0.316,0.064,0.474,0.178,0.298,0.16,0.116,0.182,0.114,0.386,0.076,0.182,0.138,0.096,0.178,0.524,0.196,0.252,0.176,0.404,0.0,0.08,0.05,0.102,0.376,0.208,0.106,0.418,0.296
01:14:00,0.276,0.144,0.192,0.228,0.184,0.118,0.166,0.204,0.268,0.316,0.278,0.316,0.064,0.474,0.178,0.298,0.16,0.116,0.182,0.114,0.386,0.076,0.182,0.138,0.096,0.178,0.524,0.196,0.252,0.176,0.404,0.0,0.08,0.05,0.102,0.376,0.208,0.106,0.418,0.296
01:15:00,0.276,0.144,0.192,0.228,0.184,0.118,0.166,0.204,0.268,0.316,0.278,0.316,0.064,0.474,0.178,0.298,0.16,0.116,0.182,0.114,0.386,0.076,0.182,0.138,0.096,0.178,0.524,0.196,0.252,0.176,0.404,0.0,0.08,0.05,0.102,0.376,0.208,0.106,0.418,0.296
01:16:00,0.276,0.144,0.192,0.228,0.184,0.118,0.166,0.204,0.268,0.316,0.278,0.316,0.064,0.474,0.178,0.298,0.16,0.116,0.182,0.114,0.386,0.076,0.182,0.138,0.096,0.178,0.524,0.196,0.252,0.176,0.404,0.0,0.08,0.05,0.102,0.376,0.208,0.106,0.418,0.296
01:17:00,0.276,0.144,0.192,0.228,0.184,0.118,0.166,0.204,0.268,0.316,0.278,0.316,0.064,0.474,0.178,0.298,0.16,0.116,0.182,0.114,0.386,0.076,0.182,0.138,0.096,0.178,0.524,0.196,0.252,0.176,0.404,0.0,0.08,0.05,0.102,0.376,0.208,0.106,0.418,0.296
